ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,0,1,1,0,2,1,1,0,1,1,0,2,1,1,0,1,1,0,2,1,1
1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1453,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,4
1454,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6
1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1457,27,22,22,23,23,25,26,28,23,23,25,24,27,27,30,25,25,26,26,28,29
1458,3,2,2,2,2,3,3,4,2,2,2,2,3,3,4,3,3,3,3,3,3
1459,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,3,4,3,3,3,3,2,3,4,3,3,3,3,2,3,3,3,3,3,3,2
1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,13,14,13,12,11,9,10,13,14,14,12,11,9,10,13,14,14,12,11,10,10
1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,1,2,2,2,1,0,0,1,2,2,1,1,0,0,1,2,2,1,1,0,0
1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5
1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
1480,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,3,4,3
1481,6,10,11,9,7,4,3,5,9,10,8,6,3,2,4,8,9,7,5,2,1
1482,38,42,42,40,37,34,31,36,40,40,38,35,32,29,35,38,39,37,33,30,28
1483,13,13,16,15,13,12,11,13,13,16,15,13,12,11,13,13,16,15,13,12,11
1484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1488,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,55,60,60,58,54,49,50,55,59,60,58,53,49,50,54,59,59,57,53,49,50
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,35,43,38,29,9,20,19,33,40,36,27,7,17,17,30,38,33,25,5,15,14
1493,0,5,5,0,2,0,0,0,5,5,0,2,0,0,0,5,5,0,2,0,0
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,16,16,16,15,15,15,16,17,16,16,16,16,15,16,17,17,17,16,16,16,17
1497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11
1501,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1502,11,11,11,11,10,10,10,11,11,11,11,10,10,10,11,11,11,11,10,10,10
1503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1504,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,9,12,10,10,9,6,5,8,11,10,9,8,5,5,7,11,9,8,7,5,4
1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,6,7,7,6,6,5,5,6,7,7,6,6,5,5,6,7,7,6,6,5,5
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1513,2,2,3,2,2,2,1,2,2,3,2,2,2,1,2,2,2,2,2,1,1
1514,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3
1517,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2
1518,3,4,5,4,3,3,3,3,4,5,4,3,3,3,3,4,4,4,3,3,3
1519,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1520,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,3,3,4,3,3,2,2,2,3,4,3,3,2,2,2,3,4,3,3,2,2
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,10,10,10,10,9,9,10,10,10,11,10,10,10,10,10,11,11,11,10,10,10
1532,5,5,5,5,5,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6
1533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2
1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,14,11,8,3,2,0,3,9,6,3,0,0,0,0,4,1,0,0,0,0,0
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,0,6,21,24,16,0,0,0,0,12,16,7,0,0,0,0,4,7,0,0,0
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,9,11,11,9,8,6,6,9,10,11,9,7,6,6,8,10,10,8,7,5,5
1558,15,19,22,19,17,12,8,13,17,20,17,15,10,6,11,15,18,15,13,8,4
1559,2,6,8,6,2,0,0,2,6,7,5,2,0,0,1,5,6,4,1,0,0
1560,11,16,17,15,11,4,3,9,14,15,13,9,2,1,7,12,13,11,7,0,0
1561,7,7,7,5,4,3,3,6,7,6,5,4,2,3,6,6,6,4,3,2,2
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,1,2,2,2,1,0,0,1,2,2,2,0,0,0,0,1,1,1,0,0,0
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,18,16,12,11,8,9,11,16,14,10,8,6,7,9,14,11,8,6,4,5,7
1569,17,20,19,18,15,13,14,17,20,19,18,15,14,14,17,20,19,18,16,14,14
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,9,13,10,8,9,8,8,8,11,9,7,7,6,6,7,10,8,6,6,5,5
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4
1581,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,1,8,10,9,2,0,0,0,7,9,8,1,0,0,0,6,8,7,0,0,0
1585,8,10,10,10,8,7,6,8,10,10,10,8,6,6,7,10,10,9,8,6,6
1586,18,19,19,19,19,17,17,18,19,19,20,19,17,17,18,19,19,20,20,17,18
1587,2,2,3,3,3,2,1,1,2,3,2,2,1,0,1,2,2,2,2,1,0
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,2,2,2,0,0,0,0,1,2,2,0,0,0,0,1,2,1,0,0,0,0
1599,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1600,3,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2
1601,2,2,2,3,2,2,1,2,2,2,3,2,2,1,2,2,2,3,2,2,1
1602,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3,3
1603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,12,13,13,13,11,11,10,12,13,13,13,11,11,10,12,13,13,13,11,11,10
1605,4,5,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,5,4,4,4
1606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1607,119,156,159,124,75,53,52,102,139,143,108,58,37,36,86,123,126,91,42,21,20
1608,5,8,11,8,5,3,3,4,7,10,7,5,3,2,3,6,9,6,4,2,2
1609,5,6,7,7,5,3,3,5,6,7,7,5,3,3,5,6,7,6,5,3,2
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,5,5,5,4,4,3,3,5,5,5,4,4,3,2,4,5,4,3,3,2,2
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,5,6,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,3,4
1616,4,4,3,1,0,0,1,4,4,2,0,0,0,1,3,3,2,0,0,0,0
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,10,10,9,9,9,9,9,10,10,9,9,9,9,9,9,10,9,9,9,8,9
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2,3,3,3,3,2,1,2,2,3,3,2,2,1,2,2,3,3,2,2,1
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,0,0,11,10,0,0,0,0,0,9,9,0,0,0,0,0,7,7,0,0,0
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,3,4,3,3,1,1,1,3,4,3,2,1,1,1,3,4,3,2,1,1,1
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,7,8,9,6,5,4,3,7,8,9,5,5,4,2,6,7,9,5,4,3,2
1632,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,0
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,2,2,3,2,2,1,1,1,2,3,2,2,1,1,1,2,2,2,2,1,1
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1642,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
1643,5,6,6,5,4,2,3,5,6,6,5,3,2,3,4,5,5,5,3,2,2
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,29,27,26,13,9,17,25,27,25,24,11,6,15,23,24,22,22,8,4,12,20
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,5,6,6,5,3,2,2,4,5,5,4,2,1,1,3,4,4,3,2,0,0
1664,3,4,4,3,2,1,1,2,4,4,3,2,0,0,2,3,3,2,1,0,0
1665,3,4,4,3,3,2,2,3,3,4,3,3,2,2,3,3,4,3,2,2,2
1666,3,3,3,3,2,1,2,2,3,3,3,2,1,1,2,3,3,2,2,1,1
1667,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,6,7,8,7,5,3,3,5,6,8,7,4,3,2,4,5,7,6,3,2,1
1670,5,8,9,8,5,1,1,4,7,8,7,4,1,0,3,6,8,6,3,0,0
1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,3,2,3,3,2,2,5,3,2,3,3,2,2,5,3,2,3,3,2,2,5
1674,15,18,19,15,12,11,10,14,18,18,15,12,10,9,14,17,17,14,11,9,8
1675,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,0
1676,0,3,4,2,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0
1677,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
1678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,21,21,25,24,21,20,20,22,22,26,25,22,21,21,23,23,27,26,23,22,22
1681,2,3,3,3,2,2,1,2,3,3,3,2,2,1,2,3,3,3,2,2,1
1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,1,2,3,3,1,0,0,1,2,3,2,1,0,0,0,2,3,2,0,0,0
1689,2,2,3,3,3,1,0,1,2,3,2,2,1,0,1,2,2,2,2,0,0
1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,8,11,13,12,8,6,3,7,10,12,11,7,5,2,6,9,11,10,6,4,1
1692,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,0,1
1694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1695,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,0,1,1
1699,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,39,46,43,43,37,33,32,39,47,43,44,37,33,32,39,47,44,44,37,34,32
1702,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1
1703,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2
1704,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1
1705,2,2,2,2,2,1,1,1,2,2,2,1,0,1,1,2,2,2,1,0,0
1706,22,25,24,20,17,15,16,22,24,23,19,16,14,15,21,23,23,19,15,13,14
1707,168,182,181,173,147,127,128,165,179,178,169,144,124,124,162,176,174,166,141,120,121
1708,1,3,2,1,0,0,0,1,2,2,0,0,0,0,0,2,1,0,0,0,0
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,3,5,5,3,3,1,0,2,4,4,3,3,0,0,2,4,4,3,2,0,0
1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,11,15,17,13,10,5,5,11,15,16,13,9,4,5,11,15,16,12,9,4,4
1713,3,2,2,2,1,1,2,3,2,2,2,1,1,2,3,2,2,2,1,1,2
1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,7,7,8,8,8,6,5,6,6,8,7,7,5,5,6,6,7,7,7,5,4
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,0,1,2,1,0,0,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0
1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
1723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,15,18,17,17,14,12,10,15,17,17,16,13,11,9,14,16,16,15,12,10,8
1725,9,11,10,7,5,3,4,7,8,8,5,3,1,1,5,6,5,3,1,0,0
1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,7,7,7,8,6,4,3,6,7,7,8,6,4,3,6,7,7,8,5,4,3
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1730,0,1,3,4,2,1,0,0,0,2,3,2,0,0,0,0,1,2,1,0,0
1731,37,48,56,49,47,37,31,36,47,55,48,46,36,30,35,46,54,47,45,34,29
1732,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0
1734,2,2,2,2,1,0,1,2,2,2,1,1,0,1,2,2,2,1,1,0,1
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1737,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1738,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1
1739,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3
1740,6,8,10,7,5,1,2,5,7,9,6,4,0,1,4,6,8,5,3,0,0
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
